,concept,class_activation,background_activation,ratio,background
0,0,0.0004533608,0.0006691555,0.6775119,True
1,1,0.010690132,-0.00013217982,-80.87568,True
2,2,-0.0012741594,-0.0014253677,0.8939163,True
3,3,0.0013268084,0.00043256837,3.06728,False
4,4,-0.001622655,-0.0021762897,0.7456061,True
5,5,0.002341406,0.0012861083,1.8205357,False
6,6,0.010933826,0.0026155286,4.1803503,False
