,concept,class_activation,background_activation,ratio,background
0,0,0.0823168,0.10449991,0.7877213,True
1,1,0.049734425,0.030004218,1.6575811,False
2,2,0.01380806,0.0030527988,4.5230823,False
3,3,0.008302333,0.01606045,0.51694274,True
4,4,0.003709821,-0.001144944,-3.240177,True
5,5,0.023622245,0.06587508,0.3585915,True
6,6,-0.0021196578,-0.011253469,0.18835595,True
