,concept,class_activation,background_activation,ratio,background
0,0,0.048583776,0.0712942,0.6814548,True
1,1,0.10080132,0.17945766,0.5616997,True
2,2,0.101692066,0.15391013,0.6607237,True
3,3,0.12842879,0.21641074,0.59344923,True
