,concept,class_activation,background_activation,ratio,background
0,0,0.008468261,-1.1600741e-05,-729.9758,True
1,1,0.0016656576,7.081669e-06,235.20692,False
2,2,0.0043511493,0.00076043943,5.721888,False
3,3,-0.0009810129,-0.001250444,0.7845317,True
