,concept,class_activation,background_activation,ratio,background
0,0,0.00075893104,0.0005845567,1.2983018,False
1,1,0.0036464473,4.6983107e-05,77.611885,False
2,2,-0.0017172284,-0.00053131406,3.2320404,False
3,3,0.004986762,0.00041814486,11.92592,False
4,4,0.00023016732,-0.00014560376,-1.5807787,True
5,5,-0.0016949454,-0.0006581831,2.5751882,False
6,6,0.003464658,0.004156928,0.833466,True
