,concept,class_activation,background_activation,ratio,background
0,0,0.11341414,0.1430742,0.79269457,True
1,1,0.040466763,0.013791468,2.9341881,False
2,2,0.025002249,0.00096012786,26.04054,False
3,3,0.016481955,0.03499545,0.4709742,True
