,concept,class_activation,background_activation,ratio,background
0,0,0.0021996815,0.011414899,0.19270268,True
1,1,-0.0030901544,0.0034152463,-0.90481156,True
2,2,0.034203902,0.017066546,2.004149,False
3,3,0.10209336,0.047542933,2.147393,False
