,concept,class_activation,background_activation,ratio,background
0,0,-0.0007803585,0.0022136604,-0.3525195,True
1,1,0.0077928505,0.00023382265,33.32804,False
2,2,0.0036845882,0.0019397499,1.8995172,False
3,3,0.00043340397,9.914866e-05,4.371254,False
