,concept,class_activation,background_activation,ratio,background
0,0,0.11077433,0.11562525,0.9580462,True
1,1,0.061718307,0.06343413,0.9729511,True
2,2,0.060593545,-0.0012762563,-47.47757,True
3,3,0.06388269,0.092909664,0.68757856,True
