,concept,class_activation,background_activation,ratio,background
0,0,0.05586102,0.096711904,0.5776023,True
1,1,0.10200967,0.12523809,0.8145259,True
2,2,0.05437709,0.094830826,0.5734115,True
3,3,0.01586558,0.006909135,2.2963192,False
4,4,0.018100087,0.0368388,0.49133214,True
5,5,0.046330556,0.11573063,0.400331,True
6,6,0.014229801,0.0065944395,2.1578484,False
