,concept,class_activation,background_activation,ratio,background
0,0,-0.0008631551,-0.00053586846,1.6107594,False
1,1,0.009253592,0.00033954682,27.252771,False
2,2,0.00042968284,0.0002721077,1.5790912,False
3,3,0.009180672,0.0006372881,14.405842,False
