,concept,class_activation,background_activation,ratio,background
0,0,-0.0016734145,-0.000689653,2.4264588,False
1,1,0.004507358,0.0011164669,4.0371623,False
2,2,0.0041730413,0.0007452436,5.5995665,False
3,3,0.0026481377,-3.4117133e-05,-77.619,True
